tid,topicId,replies,favorite,support,historyPV,yesterdayPV/yesterdayUV,yesterdayUV,dateline
12138159,2,7,,0,220,1,1,7580025
12021322,2,15,0,0,1842,1,1,13491758
12230243,24,6,,2,2474,1,1,4047995
12021860,2,9,0,0,1285,1,2,13465544
12110064,24,2,,1,1263,1,1,8775727
12113383,16,0,0,0,459,1,1,8615647
11828210,3,10,0,2,512,1,1,27916760
12313356,30,3,,0,381,1,1,1463560
12094233,24,2,,1,990,2,1,9495641
11834031,7,4,,0,2041,1,2,27395789
8451437,8,16,0,0,1888,1,1,147988073
12365234,30,13,0,0,297,1,1,348154
12116046,7,3,,0,138,1,1,8485303
12348783,5,7,0,0,983,1.6666666666666667,3,911068
11985590,10,0,0,0,867,1,1,16575137
11820584,6,0,0,2,258,1,1,28600557
6890936,,372,0,0,45369,1,1,183166693
12090487,16,11,0,0,2192,1,1,9683947
11863348,4,50,,1,4332,1,1,24634852
11828291,7,3,0,0,267,1,1,27910444
11823444,7,8,0,4,477,1,2,28348192
12197827,5,3,0,0,1392,1,1,4926991
11920277,7,2,0,0,260,1,1,21221463
12312739,,1,0,0,394,1,1,1488901
12108616,7,8,,0,155,1,1,8825865
11959503,1,82,,4,9220,1,1,18761374
12297098,7,12,0,0,430,1,1,2151000
11771048,25,0,0,0,1617,1,1,31299040
11906062,10,7,0,0,768,1,1,22208045
9966729,6,53,0,0,10979,1,1,116836137
12350081,4,0,,0,116,1,1,847627
12279217,7,1,0,0,237,1,1,2905231
7103268,21,8,0,0,1620,1,1,180042709
12086013,4,51,,0,2937,1,1,9869843
10662054,30,10,,0,1316,1,1,92179233
3046047,32,15,0,0,894,1,1,242882373
12139866,7,4,,0,182,1,1,7504028
12128977,4,19,,0,895,1,1,7950467
10962999,30,13,,0,1629,1,1,80752246
12123046,16,3,0,0,475,1,1,8138304
12132581,25,1,0,0,1925,1,1,7791722
11935305,4,3,0,0,451,1,1,20307886
12051140,25,18,,0,4968,1,1,11129417
12149669,4,1,0,0,196,1,1,6978957
12116991,23,20,0,0,2935,1,1,8445472
12279314,2,5,,0,534,1.3333333333333333,3,2900041
11923422,6,2,0,1,358,1,1,21006274
12010041,16,16,0,0,2284,1,1,14342565
12037005,3,0,0,0,477,2,1,11967029
12029957,7,9,,0,748,1,1,12684070
12006241,3,31,,0,2672,1,1,14688707
1449222,,0,0,0,146,1,1,269286274
1449248,,0,0,0,104,1,1,269285827
11779638,4,0,,6,231,1,1,30709022
6250785,,32,0,0,1965,1,1,197529854
12138398,23,26,,0,3494,1,1,7571593
1452670,,12,0,0,2179,1,1,269197998
12364508,30,1,0,0,245,1,1,399926
11848101,3,5,0,4,1246,1,1,26008299
12224953,7,2,,0,304,1.5,2,4181844
12196167,2,11,,0,839,1,1,4999630
11773439,,0,0,0,1,1,1,31029850
12193224,25,11,,1,2030,1,1,5095848
12347309,3,15,,2,714,1,1,994384
2174156,,6,0,0,786,1,1,256322991
12069411,7,15,,0,1475,1,1,10511839
12081201,4,3,0,0,586,1,1,10079110
12129836,1,5,0,0,434,1,1,7921159
12151131,3,6,0,0,803,1,1,6907048
11790114,7,3,0,0,441,1,1,30307487
11772214,3,12,,2,2321,1,2,31165163
12180015,12,5,,0,1305,1,1,5760214
2369529,,3,0,0,913,1,1,253476830
12052821,3,5,,0,540,1,1,11048484
12144638,3,7,,1,707,1,1,7253444
11878913,3,7,,1,9648,1.5,2,23951972
2475717,,6,0,0,644,1,1,251866807
11967495,3,31,0,0,4023,1,1,18111050
2049528,24,216,,0,27657,1,1,258058498
11125201,8,1085,,1042,462826,1,1,72724152
11786937,7,3,0,0,907,1,1,30463914
12208538,23,2,0,0,853,1,1,4593561
12075079,7,10,,0,704,1,1,10330159
12167043,23,34,0,0,3350,1,1,6318040
767532,,8,0,0,1271,1,1,289073295
11795082,7,9,0,2,944,1,1,29989757
7616335,9,47,0,0,6009,1,1,171261778
11830325,3,4,0,0,505,1,1,27732967
9026672,32,6,0,0,1687,1,1,132294833
2490260,,10,0,0,1103,1,1,251687982
12084500,8,10,,0,1812,1,1,9933204
12032341,3,6,,0,886,1,1,12369954
11850505,,3,,0,5969,1,1,25754049
12350682,12,9,0,0,964,1,1,794198
11869536,3,15,0,1,2239,1,1,24342484
12277244,4,3,0,0,526,1,1,2995688
12360698,2,12,0,0,1251,1,1,580330
11858028,3,10,,2,1955,1,1,24899846
12141070,3,3,0,0,750,1,1,7441104
12073397,23,2,0,0,436,1,1,10372371
12199126,3,2,,0,863,1,1,4898646
12125465,6,3,,0,295,1,1,8092525
12057471,4,10,,1,641,1,1,10821760
11949861,23,8,0,0,5857,1,1,19489103
8887217,9,302,,0,118668,1,1,136969377
11844956,3,4,0,0,858,1,1,26322040
12030413,3,0,0,0,254,1,1,12629015
2604391,,2,0,0,633,1,1,249919916
11788684,,1,0,0,6619,1,1,30385411
11376477,4,22,0,12,2684,1,1,60776419
11798278,3,31,,0,4594,1,1,29797665
8926956,9,22,,0,6922,1,1,135469916
9863988,6,27,0,0,7186,1,1,119322868
12082590,7,3,0,0,89,1,1,10012127
4949783,,72,,0,27652,1,1,220826004
12309635,30,7,0,0,644,1,1,1664265
4810135,30,18,,0,1523,1,1,223269690
2612547,,12,0,0,1282,1,1,249779180
12208562,2,3,0,0,366,1,2,4592922
11876301,23,15,0,0,1922,1,1,24086450
2629618,,4,0,0,407,1,1,249498022
12193946,2,16,,0,1252,1,1,5081588
11810871,,0,0,0,2,1,1,29070249
2347003,,8,0,0,1832,1,1,253809894
11891310,2,9,0,1,1167,1,1,23304500
8441206,8,10,,0,53830,1,1,148145518
12049277,3,0,0,0,577,1,1,11215583
11935314,3,17,0,0,1891,1,2,20307577
11838763,3,12,,4,1842,1,1,26932287
12290006,2,7,,0,336,1,1,2440875
12348688,30,14,0,0,843,1,1,917879
2629736,,4,0,0,405,1,1,249496778
12139083,23,8,,0,881,1,1,7526781
12153055,17,1,0,0,909,1,1,6817106
12231307,2,0,,0,162,1,1,4015601
11894222,3,18,,0,2399,1,1,23065127
12364918,7,2,,0,582,1,1,361820
2663360,,1,0,0,691,2,1,248933750
12198277,2,11,0,1,736,1,1,4919293
11797225,4,33,0,0,4702,1,1,29859968
11791434,22,0,0,0,711,1,1,30233862
2795027,,1,0,0,545,1,1,246731594
12013710,3,6,0,0,1592,1,1,14102503
11824120,7,12,0,0,1250,1,1,28276796
12158192,3,2,0,0,542,1,1,6641816
11825811,,0,0,0,4157,1,1,28132913
2939718,,8,0,0,961,1,1,244005549
12294924,2,17,,0,741,1,2,2222340
12200883,,0,0,0,307,1,1,4832024
12037992,3,10,0,0,1093,1,1,11895926
12216307,2,4,,0,693,2,1,4396674
11991264,7,9,,1,1582,1,1,16052956
12095987,7,13,,0,312,1,1,9412184
12043726,3,2,0,0,738,1,2,11505013
12298072,36,63,0,2,5819,1,1,2113833
11852116,3,1,0,1,1009,2,1,25567876
12210427,2,6,0,0,597,1,1,4559021
11835202,3,16,,4,2000,1,1,27296484
12363313,30,14,0,0,740,1,1,491183
12127961,2,12,0,0,2061,1,1,8000540
12267457,3,7,0,0,920,1,1,3392401
11894613,4,10,0,1,825,1,1,23042624
11904449,3,5,,0,1168,1,1,22345301
4608453,30,12,0,0,1166,1,1,225414579
12074662,3,150,,12,11047,1,1,10340735
11793507,4,14,,6,3519,1,1,30109089
12021053,2,0,0,0,622,1,2,13504134
11914901,3,3,0,1,548,1,1,21597113
11834670,3,5,,2,1430,1,1,27334381
12275237,2,2,,0,266,1,1,3088255
12083561,4,2,0,0,100,2,1,9962053
12022717,2,7,,0,445,1,2,13390196
11951759,21,5,0,0,3082,1,1,19353548
12077197,3,23,,9,1610,2,1,10250764
4925069,,2,0,0,753,2,1,221405733
12292064,2,0,0,0,62,1,1,2351102
12003395,4,2,,0,607,1,1,14948458
11877087,12,4,0,0,1790,1,1,24036920
12003227,7,7,,0,479,1,1,14961215
6173851,,7,0,0,592,1,1,198994872
11986798,3,4,0,0,597,1,1,16476141
12195098,2,15,0,0,435,1,1,5029445
2150390,30,22,,0,1977,1,1,256619769
12301481,3,3,0,0,206,1,1,2008702
12095838,,2,0,0,437,1,1,9417036
6177361,,5,0,0,335,1,1,198944430
6492203,,14,0,0,1888,1,1,192143545
6397344,,2,0,0,164,1,1,194476501
12127970,7,1,0,0,242,1,1,8000287
11820618,3,0,0,2,212,1,1,28598647
6448184,,3,0,0,272,1,1,193332904
12022171,21,7,0,0,2701,1,1,13447051
8275432,8,39,0,0,3593,1,1,151190919
11925363,3,6,0,0,640,1,1,20879650
11995885,6,70,0,0,4168,2,1,15651883
11934797,,3,,1,1202,1,1,20347960
12146741,21,3,0,0,2024,1,1,7136785
11786608,3,15,0,0,2377,1,1,30474267
7626574,,497,,0,126988,1,1,171040100
6929759,,29,0,0,2452,1,1,182459239
11789984,6,1,0,4,384,1,1,30313541
11969072,3,145,,4,8254,1,1,17966853
11790129,7,0,0,0,463,1,2,30306784
12309441,1,5,0,0,403,1,3,1695576
7378497,16,703,,0,229113,1,1,174943740
12119258,23,23,0,0,1960,1,1,8306206
12303360,2,5,0,0,354,1,1,1973434
8282976,16,5,0,0,860,1,1,150959508
11833913,3,27,,0,5648,1,1,27402368
11931817,29,18,0,5,9908,1,1,20544861
12298626,4,7,,1,1936,2,1,2088491
12366410,23,5,0,0,84,1,3,255779
11962482,23,2,0,0,306,1,1,18499807
11901536,3,2,0,0,318,1,1,22544652
8300029,8,11,0,0,2445,1,1,150640372
10913860,10,8,0,0,651,1,1,83005625
7735917,,9,0,0,1231,1,1,168104349
11831508,7,14,0,0,767,1,1,27620126
12073939,12,13,,0,2665,1,1,10358160
11849910,23,11,0,0,881,1,1,25821277
7120251,9,25,0,0,2021,1,1,179713698
2960442,,11,,0,1576,1,1,243791835
11769266,7,88,,0,15407,1,1,31522994
11946183,4,5,0,0,950,1,1,19702091
12183076,7,4,0,0,313,1,1,5608671
12357638,2,8,0,0,349,1,1,692859
11895417,4,13,,0,2347,1,1,22973458
12067235,12,2,0,0,922,1,1,10562825
8370023,8,7,0,0,523,1,1,149320932
12350520,4,12,0,0,733,1,1,801538
8980590,23,5,0,0,2496,1,1,133425893
12067099,7,18,,1,1897,1,1,10575205
12175178,30,32,,0,1550,2,1,6007572
4201292,32,343,,0,17330,1,1,230266242
11904032,5,9,0,1,2068,2,1,22369148
11983517,7,27,0,0,2307,1,1,16759435
12179533,2,15,0,0,1075,1,2,5778502
11827636,6,2,0,2,224,1,1,27974327
11866806,23,1,0,0,656,1,1,24455584
12310989,1,8,0,0,278,1,1,1570131
11817273,6,31,,4,3512,1,1,28868711
12069132,7,13,,1,1151,1,1,10518307
12034098,2,2,0,0,534,1,1,12172124
11964388,23,18,0,0,1855,1,1,18335976
11872569,2,8,0,0,1367,1,1,24208881
2281618,,248,0,0,15177,1,1,254770771
11981909,2,15,0,0,1578,1,1,16919418
11896452,23,12,,0,3642,1,1,22892927
12032074,7,7,0,0,1047,1,1,12420075
12080172,23,11,0,0,1157,1,1,10113443
12348351,4,3,0,0,328,1,1,935805
12357286,7,24,,0,978,1,1,703158
12018396,2,121,,1,5659,1,1,13796780
6127694,,236,,0,50136,1,1,199742285
12366295,1,7,0,0,318,1,2,264403
12313405,2,15,0,0,1778,1,1,1460839
11774613,18,2,0,0,625,1,1,30930535
12255585,2,11,0,0,450,2,1,3651448
12305730,2,0,0,0,6,1,2,1883628
12361625,2,9,0,0,530,1,1,525950
12068083,12,23,0,0,591,1,1,10544725
12170479,23,67,,0,10942,1,1,6209216
12365266,2,22,0,0,677,1,2,347191
11821462,7,8,0,2,561,1,1,28528742
3784084,,7,0,0,525,1,1,235255621
12044049,2,55,0,0,2834,1,2,11490358
11566384,6,40,,6,5941,1,1,49236263
11943560,23,19,,1,3069,1,1,19867886
12307364,8,1,0,0,312,1,1,1800326
11782255,4,3,0,0,153,1,1,30609119
12044711,21,3,0,0,2253,1.5,2,11461237
11743157,,1,0,0,5,1,1,34010118
12070683,7,5,0,0,415,1,1,10460222
11941480,7,15,,1,1870,1,1,19971153
12348561,7,15,0,0,472,1,1,925513
12363682,1,11,0,1,1371,1,4,444913
11998907,1,59,,1,8191,1,1,15309583
12067151,7,9,0,0,330,1,1,10567348
12172373,7,1,0,0,106,1,1,6118679
11962219,7,10,0,0,890,1,1,18514061
12143932,7,12,,0,1221,1,1,7302714
12030246,7,7,0,0,319,1,1,12656518
10186356,,7,0,0,6971,1,1,110702839
12258100,7,3,0,0,393,1,1,3562662
3315450,,41,,0,3119,1,1,239885049
12057346,7,10,0,0,521,1,1,10826298
12363127,2,1,0,0,7,1,1,506171
12216123,2,88,0,0,2545,1,1,4401557
11120468,,21,0,8,4441,1,1,72977882
11885639,2,2,0,0,364,1,1,23653283
11902845,2,124,,1,35517,1,1,22453433
12095337,,4,0,0,689,1,1,9433805
12093442,7,10,,0,678,1,2,9536819
12351238,1,14,0,0,1741,2,1,771625
12091411,7,8,0,0,452,1,1,9647601
12199389,7,6,,0,397,1,1,4893954
11821086,7,26,0,2,2553,1,2,28572175
12365885,1,10,0,0,401,1,1,311317
1640082,,6,0,0,4659,1,1,264096480
11988931,,19,,0,7084,1,1,16266173
8113878,14,9,0,0,1157,1,1,156983433
12046999,5,16,0,0,2994,1,1,11321544
12280663,,4,0,0,98,1,2,2832616
12301814,2,4,0,0,464,1,1,2001946
8255595,30,23,,0,2457,1,1,151732876
11850654,9,7,0,0,4066,1,2,25742534
7865832,30,26,0,0,2162,1,1,164569343
12256664,2,17,,0,1467,1,1,3627978
11911192,,5,0,0,5125,1,1,21858523
12181761,2,17,0,0,629,1,1,5673642
11848856,7,8,0,0,884,1,1,25934629
12143319,2,2,0,0,225,1,1,7335139
11503234,4,10,0,0,576,1,1,52164961
12324712,4,22,,0,1660,1,1,1201067
12349661,2,5,,0,559,1,1,864694
12064943,7,5,,0,296,1,1,10635994
11817316,3,0,0,0,214,1,1,28866548
12170517,6,8,,0,926,1,2,6207548
12090162,7,3,0,0,425,1,1,9694964
11872313,2,3,0,0,667,1,1,24213953
12247206,2,34,,0,3293,3,1,3794379
11828333,7,5,0,0,928,1,1,27907738
11879487,2,35,,2,6331,1,2,23928618
12297117,2,22,,0,1478,1,1,2150381
12119421,2,39,0,0,1086,1,1,8298751
12301295,4,22,,0,2101,1,2,2028600
12300428,2,0,0,0,393,1,2,2054892
12355841,1,1,0,0,280,1,1,719106
11821085,7,26,0,0,2086,1,1,28572207
12184169,1,26,,0,2900,1,1,5542590
12363880,23,12,0,0,589,1,2,432547
11894026,2,10,0,1,1226,1,1,23075379
12229808,7,1,0,0,176,1,1,4060799
12129813,4,58,,3,3594,1,1,7921730
12061404,4,1,,0,2313,1,1,10731146
11889420,2,129,,3,17162,1,1,23425770
12096586,3,0,0,0,446,1,1,9391949
12243443,2,10,,0,322,2,1,3877469
12117070,,7,0,0,940,1,1,8441860
11824203,8,7,0,2,1910,1,1,28269279
12215035,7,9,,0,783,2,1,4434708
12363348,7,10,0,0,518,1,1,488700
11579662,7,10,0,4,1136,1,1,48370773
12181591,7,6,0,0,296,1,1,5681227
12328944,7,21,,1,1343,1,1,1154077
12363554,1,2,0,0,186,1,1,453410
10712739,,17,0,20,11377,1,1,90425663
12186789,7,7,,2,391,1,1,5413046
11440328,3,6,0,2,704,1,1,55806934
9891833,8,169,,0,167366,1,1,118673246
9629885,24,63,,0,23271,1,1,126229942
12360507,7,23,,0,3295,1,1,591182
12195822,2,14,0,0,618,1,1,5008939
11247955,4,78,0,8,11096,1,1,68000029
12121800,4,45,,2,2160,3,1,8182579
12352104,2,19,0,0,1208,1,2,750781
12365262,32,2,0,0,237,1,2,347279
12215271,2,17,,0,370,1,1,4423036
11844806,4,9,0,0,1667,1,1,26331633
12360145,30,9,0,0,187,1,1,597541
12316681,30,13,0,0,420,1,1,1308261
12339016,2,13,0,0,986,1,1,1091511
12323130,30,9,0,0,163,1,1,1218562
12312333,8,17,0,0,932,1,1,1529942
12276190,2,3,,0,187,1,2,3030974
11892533,4,24,,3,7576,1,1,23211600
11943761,6,0,0,0,6,2,1,19858549
12318163,30,18,0,0,422,1,1,1290336
12349787,30,5,,0,570,1,1,859805
12349125,30,11,0,0,168,1,1,883105
12348692,30,14,0,0,422,1,1,917674
11737667,30,1,0,2,324,1,1,34619782
12317200,30,6,0,0,220,1,1,1301733
12358950,30,2,0,0,218,1,1,627718
12348696,30,3,,0,244,1,1,917523
12363296,1,5,0,0,372,1,1,492709
11806515,7,19,,0,2218,1,1,29193030
12040205,7,0,,0,541,3,1,11744316
11805210,16,36,,6,7392,1,1,29288385
12148366,30,27,0,0,816,1,1,7047893
11966158,2,13,0,0,552,1,1,18220005
12363295,1,2,0,0,338,1,1,492865
11901271,8,1,0,1,1208,1,1,22558794
11374209,22,684,,15,74668,3,1,60974799
8501969,9,4,0,0,1028,1,1,147276246
12363276,1,7,0,0,513,1,1,494041
12073518,7,1,,0,247,1,1,10369301
12326443,,332,,3,3541,1,2,1171623
4628259,,22,0,0,1967,1,1,225178427
12350075,7,14,0,0,963,1,3,848014
12350787,32,1,0,0,241,1,1,790287
12363272,1,35,0,0,2911,1,1,494346
12349923,23,3,0,0,301,1,1,853392
12360800,22,0,0,0,208,1,1,575111
12349847,23,10,0,0,1713,1,1,857465
12294957,25,1,0,0,352,1,1,2221139
11936446,30,0,0,0,107,1,1,20233490
12367527,2,0,0,0,26,1,3,158920
12311418,32,3,0,0,433,1,1,1556403
11956239,2,25,,0,3033,1,1,19016043
12031304,30,11,0,0,1338,1,1,12529411
12099556,2,23,,1,2399,2,1,9261394
10996914,6,9,0,0,522,1,1,79234733
12141865,4,18,,0,1492,1,1,7412366
2581623,,9,0,0,2540,1,1,250276933
10769025,32,237,,36,205125,1,1,87884639
11843920,30,17,0,0,1858,1,1,26413789
12062087,30,1,0,0,175,1,1,10717389
12310171,,1,0,0,242,1,3,1636450
12312225,30,17,0,0,524,1,1,1536450
12097162,4,24,,4,1422,2,1,9355246
12121396,2,6,0,0,1490,1,1,8199859
11893899,2,3,0,0,504,1,1,23082689
12349170,23,7,0,0,603,1,1,881598
11952000,30,1,0,0,329,1,1,19342113
12300775,30,14,0,0,253,1,1,2047444
12357266,22,0,0,0,205,1,1,703655
11841008,3,119,,4,14465,1,1,26709783
11775248,4,15,0,2,1063,1,1,30861304
12363253,1,2,0,0,399,1,1,495398
12288433,2,96,,0,3369,1,1,2511727
12047952,10,13,,0,2796,1,1,11278088
12296591,2,15,,0,614,1,1,2160384
12358872,7,18,0,0,1601,1,1,648546
11888235,30,16,0,1,1402,1,1,23501750
11841299,4,18,,4,1107,1,1,26688284
12097160,7,47,,3,2759,1,1,9355352
12207200,2,29,,2,1395,1,1,4646240
12347470,23,11,,0,1127,1,1,970624
11907804,2,11,0,0,1694,1,1,22095539
11772294,4,4,0,0,321,1,2,31158157
12274886,4,5,,0,301,1,1,3101191
12034124,30,8,0,0,692,1,1,12170703
12348367,1,22,,0,666,1,1,934911
12087192,4,18,,0,1306,1,1,9834598
12046767,2,2,0,0,331,1,1,11330761
12278316,23,12,0,0,776,1,1,2934764
12307661,5,5,,0,957,1,1,1788423
12365613,7,7,0,0,845,1,1,331120
12029968,6,8,0,0,834,1,2,12683157
12205243,2,6,,0,920,1,1,4687441
12037440,10,4,0,0,1636,1,1,11925113
11929615,3,9,0,0,932,1,1,20651871
12129801,7,442,,8,6691,1.5,2,7921979
12221736,2,16,0,0,522,1,1,4244513
12274398,2,9,,0,711,2,1,3117061
10721239,5,269,,82,189033,1,1,90011510
12122027,3,11,0,1,590,2,1,8173200
12063055,4,26,,1,1695,1,1,10697050
12114454,7,0,0,0,118,1,1,8562772
12047819,3,3,,1,716,1,1,11286045
11810676,,0,0,0,41,1,1,29071495
11848303,3,6,0,1,1621,1,1,25994188
11925486,3,4,0,1,1334,1,1,20871543
12346949,23,30,0,0,1902,1,1,1022206
11855667,4,15,0,1,1907,1,2,25075644
11907100,2,1,0,0,191,1,1,22128538
12365149,7,3,,0,319,1,1,352720
12346727,23,9,,0,1050,1,1,1033568
11897662,3,18,,0,1534,1,1,22802111
12277944,2,3,0,0,157,1,1,2944451
12205038,2,11,,2,2294,1,1,4714760
12229789,3,1,0,0,597,1,1,4061075
11864844,3,12,,1,1310,1,2,24536123
12080161,3,5,0,0,540,2,1,10113813
11943287,,1,0,0,1113,1,1,19878970
12108856,7,32,,0,1677,1,1,8818162
11842382,3,2,0,0,861,1,1,26594804
12244545,2,26,0,0,1646,1,1,3858032
11854330,4,5,0,0,733,1,1,25279454
12168089,2,9,,0,689,1,1,6292054
11774856,3,0,0,2,461,1,1,30911004
12111926,7,18,,0,658,1,1,8691938
8775894,18,3,0,0,4398,1,1,141062717
12272335,1,16,0,0,844,1,2,3213827
12010548,2,98,,0,6126,1.5,2,14300812
12348035,2,4,0,0,95,1,1,951968
3720902,,75,,0,23973,1,1,235938447
12213950,2,19,,0,962,1,1,4470629
12068042,,6,,0,825,2,1,10545790
12290568,5,24,0,0,1965,1,1,2417757
12103405,2,1,0,0,103,1,1,9088121
12327759,2,9,0,0,149,1,1,1162201
12349207,30,8,0,0,340,1,1,880257
12199033,7,41,,1,3177,1,1,4899899
12080915,2,5,,1,549,1,1,10087387
11841505,4,5,,2,928,1,1,26669075
11781238,21,8,,2,4746,2,1,30658211
11975492,2,7,0,0,477,1,1,17468482
12167638,7,29,,4,1714,1,2,6302851
11931474,6,8,0,1,527,1,1,20559391
11877393,2,0,0,0,413,1,1,24027392
6070499,,187,,0,48563,1,1,200452084
12048591,1,3,0,0,3877,1,2,11236047
12136997,23,39,,0,4396,2,1,7613074
12362987,1,0,0,0,266,1,1,509987
10664253,6,14,,0,1251,1,1,92125929
11998691,1,6,0,0,1517,1,1,15353798
12146217,3,14,,0,1137,1,1,7160880
12147998,7,8,,0,458,1,2,7064472
11884432,2,25,0,0,1946,1,1,23694861
12116376,7,22,0,0,1045,1,1,8471681
11984723,3,31,,0,2671,1,1,16650353
12349104,3,35,,0,2103,1,1,883715
6554116,30,28,0,0,2105,1,1,190683842
12033143,7,7,0,0,533,1,1,12269224
12290647,2,52,,0,1755,1,1,2415553
11878420,2,27,0,0,10699,1,1,23991054
12104285,4,23,,0,760,1,1,9058701
12362444,1,7,0,0,735,1,1,518272
12292683,5,15,0,0,1353,1,1,2331379
12052177,3,18,0,1,2398,1,1,11071036
12362383,1,2,0,0,306,1,1,518649
8314621,8,15,0,0,2203,1,1,150357485
11888113,6,24,,0,3514,1,3,23507142
12362029,1,6,0,0,204,1,1,520886
11770369,4,34,,0,9595,1,1,31383685
11896843,3,14,0,0,2320,1,1,22869941
11857036,3,3,,1,1327,1,1,24940445
12104766,4,36,,2,1307,1,1,9040889
12170765,21,2,0,0,1762,1,2,6197767
12113042,2,9,0,0,693,1,1,8626667
12153486,23,27,0,0,1451,1,1,6802547
12316791,1,8,0,0,429,2,1,1305309
11982509,2,14,,1,1716,1,1,16855257
11999388,3,2,0,0,412,1,1,15278855
11981838,,2,0,0,1081,1,1,16923311
11984820,3,9,,0,1154,1,1,16644485
12075976,7,5,0,0,196,1,1,10286439
12349779,30,9,0,1,399,1,1,860102
12144508,2,38,,0,1913,1,1,7260233
12085697,7,7,,0,506,1,1,9900716
12151312,4,9,,2,981,1,1,6900161
10567848,6,13,0,0,22142,1,1,95749724
12287480,3,4,0,0,356,1,1,2573919
12033145,7,1,0,0,266,1,1,12268953
12175311,5,33,0,0,7248,1,1,5983119
10563814,6,14,0,2,1753,1,1,95876596
12066611,4,10,,0,1026,1,1,10598344
12031969,2,48,,0,3553,1,1,12435285
11826070,3,1,0,0,758,1,1,28096593
11882213,6,10,0,0,1356,1,1,23817225
12107097,2,71,0,0,5598,1,1,8906502
12205693,2,18,,1,595,1,1,4674208
10510112,,3,0,2,3117,1,1,97954163
11924185,3,15,,2,4263,1,1,20960990
12058368,7,11,,0,787,1,1,10807697
12221275,7,25,,0,1357,1.5,2,4252524
12043410,2,3,,0,472,1,1,11542303
12365616,2,6,0,0,483,1,2,330961
11367000,30,11,0,0,1570,1,1,61557727
12190079,,0,0,0,517,1,1,5239980
12349541,30,14,0,0,582,1,1,869832
11949747,25,17,0,1,4092,1,1,19497112
10541413,6,12,0,0,1387,1,1,96784342
12360726,2,12,,0,1091,1,1,578937
12324938,2,7,,0,242,1,1,1199072
12060764,4,1,0,0,51,1,1,10765708
12087517,7,25,0,1,487,1,1,9824208
11916426,,22,0,1,7212,1,1,21489945
12099554,4,5,,2,806,3,1,9261465
12148015,2,21,,1,2076,4,1,7064194
12002276,25,11,0,0,5425,1,2,15050640
11802338,4,0,0,0,334,1,1,29494229
12195826,7,12,,0,683,1,2,5008872
12102044,4,10,,0,556,1,1,9160198
11990173,,9,,1,2452,1,1,16155601
11978326,4,0,0,0,254,1,1,17216171
12046054,3,2,0,0,460,1,1,11382619
12181914,2,27,,0,1576,1,1,5666710
12217015,7,22,,1,1629,1,2,4372631
11919193,2,6,,0,979,1,2,21277018
5692477,30,13,,0,1446,1,1,205288394
11848164,3,6,0,0,2662,1,1,26004060
12058144,7,50,,1,1758,1,1,10811087
11639728,29,1,0,0,3247,1,1,44457102
11818336,3,18,,2,4144,1,1,28777270
12035379,2,0,0,0,18,1,2,12074066
1878584,30,30,0,0,3507,1,1,260211552
11940608,2,21,0,2,3408,1,1,20029934
11832033,3,18,0,0,3362,1,1,27562864
12203497,2,5,,0,159,2,1,4747734
11990969,3,4,,0,793,1,1,16073475
12163673,7,8,0,0,1215,1,2,6460966
12297707,30,16,,0,659,1,1,2134876
12024427,3,1,0,0,619,1,1,13216836
2409842,,6,0,0,4741,1,1,252869141
12202281,2,75,,0,7530,1,1,4799579
12167994,1,7,0,0,376,1,2,6294364
12011288,7,2,0,0,550,1,1,14249918
12199960,2,18,,1,994,2,1,4857255
12312437,30,25,,0,932,1,1,1525479
11791297,18,24,,3,10999,2,1,30238773
12093802,4,0,0,0,207,1,1,9513999
7298492,21,96,,0,8595,1,1,176690688
11789096,7,6,0,0,415,1,1,30347254
11993346,2,9,0,0,722,1,1,15883325
12145700,7,8,0,0,472,1,1,7183001
12119321,7,13,,0,620,1,1,8303475
12121327,4,5,,1,1087,1,2,8202129
12040807,3,9,,1,2727,1,1,11717877
12065579,7,0,0,0,430,2,1,10622346
12075599,7,4,0,0,212,1,1,10296303
12048396,7,13,,0,654,1,1,11241790
12135411,7,2,0,0,580,1,1,7690529
11973163,2,3,,0,909,1,1,17638558
12176844,5,4,0,0,1486,1,1,5922727
11841548,6,26,0,2,2961,1,1,26666497
11952834,6,34,0,0,3189,1,1,19272200
12155683,3,4,0,0,549,1,1,6722429
12290782,7,14,0,0,393,1,1,2413018
12267113,2,7,0,0,326,1,1,3426966
12049534,7,9,0,0,916,1,1,11207240
11729703,,13,0,0,27332,1,1,35522554
12103711,4,10,0,0,364,1,1,9078914
11466779,23,40,0,0,6167,1,1,54262338
12064402,7,38,,2,3810,1,1,10646338
12013477,7,21,0,0,1832,1,1,14138034
12118158,7,4,0,0,127,1,1,8376160
12209624,5,19,,0,2460,1,1,4573992
12013914,30,103,0,0,4499,1,1,14090787
12102940,7,9,,0,565,1,1,9128236
11984044,3,22,0,0,1948,1,1,16696922
10454588,30,12,0,0,1426,1,1,100565648
1485978,,11,0,0,2489,1,1,268192532
6397275,,22,0,0,896,1,1,194478106
12324603,,1,0,0,258,1,1,1202068
12348447,30,10,0,0,354,1,1,931114
11930374,4,6,,0,737,1,1,20622979
12366652,1,2,0,0,259,1,2,238150
11894885,2,19,0,0,1403,1,1,23007012
12251901,4,25,0,0,877,1,1,3723358
12269123,2,0,0,0,9,1,1,3334767
11710372,30,16,,0,1017,1,1,37762646
12137608,,3,0,0,428,1,1,7598333
11805790,7,3,0,0,1217,1,1,29250926
