tid,topicId,replies,favorite,support,historyPV,yesterdayPV/yesterdayUV,yesterdayUV,dateline
11922680,1,0,0,0,123,1,1,21070895
11960567,,4,0,0,1095,1,1,18672206
11958211,25,0,0,0,1459,1,1,18853542
11901150,7,22,0,2,2902,1,1,22563074
12065858,6,1,0,0,175,1,2,10616337
12252790,24,2,0,1,1592,1,6,3715660
11921224,3,4,0,0,1256,2,1,21165818
12191196,21,1,0,0,1166,1,1,5177336
11954894,2,1,0,0,165,1,1,19106301
12297559,2,0,0,0,49,1,2,2138845
12101575,7,17,,1,309,2,1,9174428
12066710,7,17,,1,1696,1,1,10596336
11870372,7,22,,0,2627,1,1,24291057
11962808,2,12,0,0,2275,2,1,18481044
11975352,6,21,0,0,2297,1,1,17488843
12247181,2,4,0,0,587,1,1,3794629
12199623,7,8,0,0,486,1,1,4887580
12206452,2,10,0,0,760,1,2,4661226
12348972,2,1,0,0,196,1,1,889102
12186081,2,30,0,0,1145,1,2,5442424
12278614,7,1,,0,207,1,1,2924373
11981132,1,14,0,0,1383,1,1,16989004
11863336,10,8,0,1,2263,2,1,24635618
12207570,4,13,0,0,608,1,1,4639977
12280545,2,18,,0,759,1,1,2836292
12060872,1,14,0,0,926,1,1,10762174
12176141,7,3,0,0,403,1,1,5949987
12137003,10,1,0,1,1129,1,1,7612829
12278911,7,8,0,0,433,1,1,2911025
11960982,1,3,0,0,918,1,1,18643707
11888823,10,19,,0,2989,1,2,23474741
12360730,7,12,0,0,798,1,5,578698
12202016,16,6,0,0,1496,1,2,4808087
12175533,23,9,,0,769,1,1,5973589
12317792,2,41,,0,1425,1,2,1294379
11895028,8,4,0,0,1453,1,1,22995460
12175602,4,24,,1,2233,2,1,5971215
11772172,7,3,0,0,332,1,1,31168692
12148907,4,16,0,0,755,1,1,7007514
11926952,10,8,0,1,2961,1,2,20778217
11858277,7,2,0,0,514,1,1,24894171
12311327,2,8,,0,476,1,2,1558481
11827457,,0,0,0,598,1,1,27987276
11965392,10,1,0,0,581,1,1,18282027
11893728,2,8,,0,1350,1,2,23098573
12122938,10,28,,0,4384,1,1,8139930
12292186,2,25,0,0,2444,1,1,2346923
12016192,2,2,0,0,542,1,1,13976220
11838928,8,2,0,0,1275,1,1,26917809
12127110,2,6,0,0,768,1,1,8027003
11811045,7,18,,0,1599,1,1,29068932
11791064,7,28,,0,4013,1,1,30248701
11904767,10,51,,0,6997,1,1,22305250
11959824,25,20,,0,17698,1,1,18744158
11818995,10,9,,0,4531,1.6666666666666667,3,28734796
12303395,2,10,0,0,721,1,2,1971925
12157504,4,20,,0,564,1,3,6658634
12184684,2,1,0,0,341,1,3,5524092
12277375,1,22,0,0,5308,1,2,2984285
12126126,2,12,0,0,1283,1,1,8052805
12278152,4,18,,0,2368,1,2,2938489
11990328,8,7,0,0,2121,1,1,16143069
12151943,7,9,,0,943,2,1,6872137
12174490,6,21,0,0,1781,1,1,6035812
12061328,23,34,,0,4553,2,1,10732739
12160627,7,5,0,0,586,1,1,6558306
12364524,7,6,0,0,191,1,1,397844
11867147,7,17,,0,5800,1,1,24446571
11940875,10,5,0,0,1380,1,1,20017873
11984347,7,7,,0,938,1,1,16678581
11910896,7,13,,1,1620,2,1,21871848
12133643,10,15,,0,3857,1,1,7766630
11921866,4,13,0,0,1090,1,1,21136236
12161169,4,21,,0,2265,1,1,6541315
12044923,2,4,0,0,281,1,1,11446853
12301611,2,3,0,0,443,1,2,2006083
11833176,4,4,0,0,638,1,1,27473225
12007655,6,21,0,0,1369,1,1,14573009
12321543,7,34,,2,1394,1,1,1240318
12139523,4,1,0,0,440,1,2,7515249
12221389,2,13,,0,747,1,2,4250312
12211542,2,16,,0,772,1,1,4535867
11943689,23,44,,0,10607,1,1,19861877
12331550,4,11,0,0,1635,1,1,1137235
12068416,7,6,,0,766,1,1,10536098
11956376,23,38,,0,4654,2,1,19008622
10803111,6,5,,0,1303,1,1,87072785
12223487,7,6,0,0,308,1,1,4211376
11962320,6,5,0,1,797,1,2,18506972
12298948,2,85,,2,11462,1,1,2082414
12310581,2,1,0,0,41,1,2,1612781
12358109,12,6,0,0,437,1,1,684974
12128528,2,12,,0,523,1,2,7962068
11994114,25,15,,0,11838,1,1,15812140
12302427,1,28,0,0,2955,1,1,1991967
11990368,30,16,,0,576,1,1,16138274
12253159,2,1,0,0,177,1,2,3713212
12078448,7,5,0,0,430,1,1,10191119
12141240,1,42,,0,2416,1,1,7436157
12271171,2,54,,0,5577,1,3,3262097
12351554,30,5,,0,278,1,1,755592
12202796,2,11,0,0,459,1,1,4759982
10072722,,1853,,182,949261,2.5,2,114132906
12362608,2,5,,0,351,1,1,517076
12085620,7,29,0,0,600,1,1,9904307
12364814,30,8,,0,451,1,1,365400
12309696,2,7,0,0,337,1,1,1660841
12076513,7,32,,0,1693,1,1,10271877
12306776,3,5,0,0,250,1,1,1823753
12088359,3,25,0,0,1606,1,1,9776191
6232895,,1,0,0,9,1,1,197882529
11390945,,223,,42,102261,1,2,59519501
11996457,18,115,,4,16417,1,1,15614370
12298247,2,9,,0,1687,1,1,2100186
12360074,30,11,,0,366,1,1,599836
11769417,4,69,0,17,13101,1,1,31508740
12095660,23,27,,0,2697,1,1,9424452
12087011,23,17,,0,1864,1,1,9840440
12178974,7,1,0,0,525,1,1,5795371
12138256,4,3,0,0,343,1,1,7577062
9005622,9,7,0,0,1939,1,1,132891710
11951790,30,20,,3,2104,1,2,19352230
11778544,7,6,,0,885,1,1,30741831
11933991,6,4,0,1,1714,1,1,20395211
12365233,7,3,0,0,179,3,1,348189
4768266,,2,0,0,326,1,1,223661888
11781471,4,77,,4,9711,1,1,30651461
12046482,7,78,,2,1514,1,1,11362170
12051221,4,68,,1,2506,1,1,11126714
11928005,23,15,0,0,2297,1,1,20732497
12278215,2,1,0,0,253,1,1,2937139
4858452,,3,0,0,273,1,1,222622927
11895729,7,2,,0,994,1,1,22954315
12220224,30,11,0,0,311,1,1,4282260
12293352,2,19,0,0,599,1,1,2313565
12243762,2,1,0,0,163,1,4,3871617
12349401,2,4,,0,161,1,1,874508
12365174,30,10,0,0,348,1,2,352268
12045753,7,5,0,0,241,2,1,11395671
1285161,,1819,,0,1906316,1,1,273092991
11939512,23,12,,1,2421,1,1,20067048
12164055,7,31,,0,1440,1,1,6450399
12313297,2,8,0,0,360,1.5,2,1466947
11991289,30,11,0,0,706,1,1,16051270
5815902,21,138,,1,211772,1,2,203364138
12337517,2,40,0,0,1738,1,1,1099944
11917872,2,1,0,0,533,1,1,21386703
12242168,30,3,0,0,157,1,1,3900721
5070360,21,109,,0,46917,1,1,217904410
12109647,18,155,,1,7401,1,3,8789098
12351476,9,1,0,0,348,1,1,760272
12283782,2,5,0,0,624,1,1,2726712
12367218,2,10,0,0,202,1.1111111111111112,9,179381
12136325,4,7,0,0,1447,1,2,7654536
12033932,4,48,,1,11270,1,1,12184584
12275393,4,1,0,0,473,1,1,3079723
11956558,23,26,0,0,3154,1,1,18999104
12360472,18,1,0,0,117,2,1,593258
11963164,1,11,0,0,1095,1,1,18459502
11933384,2,13,0,1,2357,1,2,20448665
12149192,3,14,0,0,1294,1,1,6997157
12193721,4,3,0,0,703,2,1,5086492
12297784,23,21,0,0,2047,1,1,2131950
12093679,4,9,0,0,13993,1,1,9518887
11937612,6,5,,0,808,1,2,20188143
12338720,18,0,0,1,142,1,1,1093310
12086347,24,1,,0,1589,1,2,9860812
12005516,1,9,,0,1696,1,2,14761405
12102255,7,13,,1,588,1,1,9152586
12318743,24,2,,1,1048,1,5,1282312
12197601,2,9,0,0,782,1,1,4934630
12279332,2,4,0,0,119,1,2,2897239
11898132,2,48,0,1,4035,1,1,22774370
11997968,30,8,0,0,550,1,1,15440126
12153735,4,5,0,0,355,1,1,6794842
12095129,7,2,0,0,312,1,1,9450857
12197776,27,4,0,0,2105,1,2,4928578
11827769,7,27,,4,4601,1,1,27965424
12262699,2,28,,1,981,1,1,3483937
11770884,30,2,0,0,338,1,1,31336282
11980767,7,332,,1,18971,1,1,17015896
11876158,2,0,0,0,420,1,1,24091559
12152078,6,8,0,0,615,2,1,6851090
11852086,6,13,0,0,1648,1,1,25570654
12180861,6,3,0,0,683,1,1,5707486
11830453,4,3,0,0,485,1,1,27723498
11993231,15,4,0,0,4674,1,1,15891282
11945648,2,28,,1,1894,1,2,19746078
11947664,,4,,0,5541,1,1,19614920
12230468,2,1,,0,138,1,1,4037370
12205598,2,1,0,0,148,1,1,4676869
12311186,18,0,0,0,410,1,3,1564671
11859451,2,2,0,0,1361,1,1,24851338
11822781,4,2,0,0,689,1,1,28420041
12151461,2,2,0,0,416,1,1,6894368
12059190,4,7,,0,508,1,1,10794366
12279327,2,1,0,0,18,1,1,2897894
11784745,7,3,0,0,42,1,1,30520849
12108134,4,1,0,0,247,1,1,8867800
12278528,30,0,0,0,200,1,1,2927831
12196340,2,13,0,0,480,1,1,4993753
12194274,2,1,0,0,130,1,1,5072708
12194683,2,4,0,0,165,1,1,5060735
12122158,30,0,0,0,236,1,1,8167463
11886198,4,13,0,1,797,1,1,23609599
11885155,4,4,0,1,875,1,1,23670757
12042317,4,121,,0,4889,1,1,11594563
12194634,2,9,,2,623,1,1,5062202
11829922,4,3,0,2,715,1,2,27759678
12360721,30,1,0,0,279,1,1,579215
12367654,2,3,0,0,73,1.0384615384615385,26,148455
11996211,1,11,,0,1421,1,1,15633167
11868193,7,14,0,0,1526,1,1,24393035
12041274,2,6,,0,415,1,1,11671062
11881994,4,10,0,1,776,1,1,23823790
12361144,30,7,0,0,320,1,1,567617
12222007,30,23,,0,1060,1,2,4239674
11840072,7,14,,2,1353,1,1,26799009
12196073,2,9,0,0,612,1,1,5002418
12350087,23,16,0,0,1002,1,2,847253
11785048,4,8,,2,845,1,1,30513552
12364667,1,19,0,0,598,1,4,388122
12282184,7,21,,0,2013,1,2,2771785
12144646,30,31,0,0,1265,1,2,7252970
12184919,7,2,0,0,323,1,1,5510962
12194196,2,4,0,0,194,1,1,5074906
11859881,7,20,0,0,2574,1,1,24812362
12135244,30,9,0,0,477,1,1,7696995
12169855,7,2,,0,545,1,3,6229523
12363153,1,42,0,0,1414,2,1,503891
12171178,30,3,0,0,245,1,1,6160818
12144407,2,21,0,0,1478,1,2,7265742
11911485,6,3,0,0,440,1,1,21846051
12276895,7,5,,0,320,1,2,3011386
12065824,4,11,,0,646,1,1,10616997
11980456,4,0,,0,223,1,1,17031684
12203704,7,2,0,0,183,1,2,4744502
12277064,2,4,0,0,332,1,1,3003970
12195984,2,9,0,0,200,1,1,5004869
11830930,4,2,0,0,895,1,1,27668921
12217828,2,63,,2,4796,1,1,4333500
11945471,2,4,0,0,715,1,1,19758124
11991878,2,8,0,0,615,1,1,15987641
11924244,4,2,0,0,470,1,1,20952934
12088826,1,7,0,0,694,1,1,9760457
11787520,4,0,0,0,301,1,1,30425912
11967230,1,12,0,0,1560,1,1,18130028
11806601,7,4,,0,720,1,1,29187914
12318604,17,1,0,0,313,1,3,1284823
12003023,3,2,0,0,734,1,1,14997364
12346430,23,7,0,0,885,2,1,1042420
12187800,7,411,,54,20414,1,2,5345167
11827085,6,2,,1,921,1,2,28007086
11978516,2,22,0,0,2116,1,1,17204616
12126193,2,8,0,0,552,1,1,8051201
12351458,27,0,0,0,238,1,1,760701
12298267,10,18,0,0,1810,1,2,2099116
12159443,23,10,0,0,1022,1,1,6591193
12303125,10,11,0,0,1223,1,3,1978606
12052546,23,26,0,0,2175,1,1,11057463
11884453,4,0,0,0,234,1,1,23694280
11901404,7,49,,2,4158,1,1,22551466
12277179,30,0,0,0,3,2,1,2998149
11770586,10,8,0,0,1245,1,1,31365212
12077592,2,35,,0,2728,1,1,10218070
11823475,4,18,,2,1715,1,1,28345924
12337059,25,4,0,0,472,1,7,1102720
11777979,7,5,,0,1005,2,1,30752618
12082704,5,24,,3,6837,1,1,10008213
12215587,30,3,0,0,371,2,1,4413598
12057570,7,14,,0,1035,1,1,10819723
12070019,4,18,0,0,454,1,1,10474915
11820977,4,23,,4,2730,1,1,28578798
12123024,2,6,0,0,781,1,1,8138633
11815890,4,11,,0,1141,1,1,28997098
11997733,10,4,0,0,714,1,1,15461406
12053641,4,350,,16,13938,1,2,10999917
12185772,30,0,0,0,207,1,1,5453810
11395159,17,6,0,0,284,1,1,59180478
12082027,6,1,0,0,286,1,1,10030908
12204614,2,5,0,0,174,1,1,4725278
12348362,27,0,0,0,719,1,1,935290
12098942,4,99,,4,4956,1,2,9302947
11805946,10,3,0,0,1391,1,1,29222993
11796892,6,10,,2,1612,1,1,29878240
12309399,24,1,0,0,1209,1,3,1698281
12332223,14,2,0,0,472,1,1,1133428
11799230,4,14,,4,1558,1,1,29727955
12333328,2,5,0,0,308,1,1,1126796
12308876,10,7,0,0,976,1.3333333333333333,3,1719734
12122481,2,3,0,0,217,1,1,8147258
11910597,4,19,0,0,1076,1,1,21903406
12195959,2,0,0,0,182,1,1,5005671
12348248,27,0,0,0,122,1,1,941478
12306386,10,2,0,0,561,2,1,1838524
11793036,4,146,,18,17778,1,1,30139152
12100005,2,46,,0,3234,1,1,9247469
11910006,2,35,,0,57055,1,1,21940757
11938205,2,16,,0,1296,1,1,20140856
11876170,2,5,0,2,1293,1,1,24090962
11908540,2,4,0,1,1386,1,2,22036519
11963127,2,16,0,1,1377,1,2,18461670
12150937,2,3,0,0,567,1,1,6913704
12054335,1,14,0,0,1013,1,3,10975507
11993853,2,43,,1,4700,1,1,15825957
12103208,2,11,,2,1031,1,1,9098641
11865028,2,29,0,1,1706,1,1,24528752
12351470,,21,0,0,1601,1,4,760513
11919267,2,14,,2,7066,1,1,21272995
12208725,2,12,,0,1212,1,2,4589660
12203611,10,4,0,0,1169,1,1,4745958
12176492,2,17,0,0,877,1,1,5937420
12171882,4,25,,1,1720,2.3333333333333335,3,6131331
11983950,10,18,0,0,3252,1,1,16724269
11972433,2,2,0,0,512,1,3,17697915
11400019,4,290,,187,108866,1,2,58792094
12306053,10,6,0,0,806,1,1,1873035
12256268,1,5,0,0,870,1,1,3633297
11896273,7,20,,1,3299,1,1,22903002
12106277,2,54,0,0,2790,1,1,8959865
11962470,30,1,0,0,126,1,1,18500374
11835281,7,14,,0,2356,3,1,27291677
12366511,2,37,,0,2245,1,17,248651
12117801,2,1,0,0,146,1,1,8391082
11945033,2,18,0,0,1528,1,2,19779072
12299967,2,9,,0,815,1,1,2063410
11931988,7,6,0,0,438,2,1,20538166
11939963,30,12,0,0,728,1,2,20052264
12203269,2,1,0,0,200,1,1,4751271
12039442,6,5,0,0,453,1,1,11803008
12276391,2,7,0,0,688,1,1,3024109
12313784,27,1,0,1,277,1,1,1440471
12204739,2,4,0,0,360,1,1,4722623
12108723,7,5,,0,425,1,1,8822680
12299964,4,7,,2,607,1.5,2,2063456
12286151,1,11,0,0,1570,1,1,2622564
11875065,2,2,0,0,393,1,1,24126184
11849110,7,1,0,0,993,2,1,25913582
12166798,2,8,,0,342,1,1,6325475
12098352,7,62,,2,2275,1,1,9321684
12342271,2,10,0,0,888,1.1666666666666667,6,1069903
12091251,7,5,,0,153,1,1,9653293
11842127,7,9,,2,1242,2,1,26614689
11861678,7,14,0,0,1203,1,1,24755663
11906339,30,5,0,0,386,1,1,22192431
11929462,2,22,0,0,3261,1,3,20657559
12270875,7,8,0,0,381,2,1,3270927
12126687,7,5,0,0,465,1,1,8040046
12114600,2,2,0,0,462,1,1,8557309
12366368,30,12,,0,684,1.0731707317073171,41,259305
12153464,30,12,0,0,801,1,1,6803302
12026287,2,7,0,0,517,1,1,13031339
12094498,3,64,,3,5440,1,1,9484383
12280331,27,0,0,0,566,3,1,2845414
12151062,2,17,0,0,1740,1,1,6909533
11783383,7,6,0,0,785,1,1,30578967
11910574,2,25,,2,2735,1,1,21907470
12360656,6,10,0,0,896,1,17,583722
12365905,2,7,0,0,150,1,2,309860
11890733,2,2,0,1,902,1,5,23338354
12093539,7,39,,2,1398,1.2,5,9525501
11942723,6,16,0,1,2250,1,1,19926029
12111640,5,18,0,0,3337,1,1,8702834
12145052,30,23,,0,969,1,1,7232493
12223367,30,4,0,0,443,1,1,4215567
12120616,2,66,,0,2248,1,1,8228312
12057706,4,7,,0,955,1,2,10817014
12041655,24,5,,6,2632,1,1,11650298
12367684,23,1,0,0,141,1.1,10,146522
12351315,30,5,,0,453,1,1,768091
12189824,2,13,0,0,1336,1,1,5250794
11841237,4,16,,4,1858,1,3,26692244
11962793,30,17,,1,1281,1,1,18481994
11189142,23,99,,22,39661,1,2,71022142
12095566,3,15,0,0,1216,1,1,9427246
12288451,24,2,0,0,981,1,1,2510743
12316212,7,3,,0,133,2,1,1346933
6064557,30,5,0,0,687,1,1,200532434
12312275,30,4,,0,113,1,1,1533309
11986603,21,1,0,0,1737,1,1,16488407
12131728,2,22,0,0,844,1,1,7835669
11855430,7,36,0,4,2913,1,2,25124764
12226560,4,7,,0,661,1,1,4136817
12314231,3,5,0,0,682,1,2,1394961
12079554,7,75,,1,4281,1,4,10147523
12349988,30,2,,0,313,1,1,851316
12271050,2,21,0,0,1656,1,1,3264109
12293859,7,10,0,0,725,1,1,2299480
11649495,4,8,0,0,936,1,1,43626522
12241718,30,11,0,0,534,1,1,3903874
11847786,3,34,0,1,4476,1,1,26024957
12325703,3,5,0,0,588,1,1,1180509
11944886,2,28,0,2,5269,1,2,19787229
11816433,24,1,0,0,415,1,1,28945222
11583278,12,5,0,0,1141,1,1,48109187
12350234,18,1,0,0,216,1,1,839192
11823524,4,23,,0,3740,1,1,28341122
11956905,3,29,,3,4035,2,1,18979876
12257451,9,7,0,0,1178,1,1,3610800
11893965,3,14,0,1,1291,1,1,23079542
12083467,7,8,0,0,208,1,1,9979133
12257427,7,20,,0,779,1,1,3612077
11892521,2,32,,2,4310,1,1,23212445
11806866,4,1361,,162,175763,1,4,29165664
11960102,2,37,0,2,5615,1,1,18727459
12258465,24,4,0,0,2204,1,1,3544574
12146737,7,9,0,0,581,1,1,7136910
12296147,1,5,0,0,278,1,1,2173879
12181548,27,0,0,0,1124,1,1,5683139
12351283,6,28,0,0,1812,1,1,769878
11917999,2,12,0,1,1339,1,1,21361867
12118021,4,8,0,0,493,1,4,8381404
11768326,6,39,0,2,2714,1,1,31613192
11953912,6,6,0,0,297,1,1,19188130
11892190,2,14,0,1,2495,1,1,23231447
12273525,24,7,,4,1831,1,1,3173472
12364103,7,10,0,1,384,1,2,417149
12306865,2,2,,0,297,1,3,1817699
11983369,23,30,,0,3972,1,2,16770927
12310732,7,13,,1,939,1,2,1587107
12032672,2,39,0,0,3640,1,1,12331498
12268825,7,8,,0,659,1,2,3342525
12273913,24,5,0,0,782,1,1,3159499
12150880,2,3,0,0,302,1,1,6915901
11774888,7,3,0,0,443,2,1,30908906
12313140,2,44,,6,5538,1,3,1473539
12293012,6,8,0,0,536,1,2,2323206
11781594,4,1,0,2,164,1,1,30648210
12119134,7,3,0,0,225,1,1,8310866
12006560,27,5,,0,5110,2,2,14669072
11491280,7,8,0,0,1152,1,1,52610870
12021329,2,0,0,0,136,1,1,13491642
11960562,2,15,0,0,1035,1,2,18672458
12347468,2,16,,0,650,1,1,970969
12286814,30,20,,0,927,1,1,2593170
11797684,4,4,0,0,695,1,1,29821120
12313867,23,18,0,0,1068,1,1,1435564
12079632,2,21,0,0,2771,1,1,10132535
12245855,7,3,,0,229,1,1,3814295
12061106,7,16,,0,519,1,1,10742346
12351355,3,36,,0,4679,1.1666666666666667,6,765881
11992496,2,5,0,0,422,1,1,15951637
11819854,,0,0,2,6054,1,1,28660553
11801897,6,5,0,0,677,1.3333333333333333,3,29534183
11902572,2,1,0,0,361,1,1,22468895
12367492,2,11,0,0,197,1.0232558139534884,43,161355
12044018,7,2,0,0,568,1,1,11491954
11926489,2,24,0,0,2271,1,1,20798449
11771007,7,7,0,0,667,1,1,31313367
11974995,2,37,,0,3971,1,1,17525388
12193695,2,0,0,0,38,1,1,5087112
12132098,2,6,0,0,1002,1,1,7825012
12311275,30,5,0,0,266,1.3333333333333333,3,1560833
11989630,2,11,0,0,1268,1,2,16216487
10869361,8,31,0,4,6314,1,1,84675338
11907146,2,9,0,1,3265,1,1,22126516
12312361,23,28,,0,3210,1,2,1528720
12089054,2,2,0,0,266,1,2,9753531
12174325,7,18,,0,1207,1,1,6042719
11897479,7,8,,2,2538,1,1,22813863
11898388,2,5,0,0,663,1,1,22737474
12222852,2,33,,1,4455,1,4,4226325
12245619,1,1,0,0,140,1,1,3821898
11923154,2,11,0,0,1147,1,1,21041352
12084963,4,7,,0,451,1,1,9921353
12174162,2,7,0,0,468,1,2,6048073
12116356,10,15,0,0,1732,1,1,8473199
12064302,4,98,,2,3674,1,2,10648501
11803897,7,3,0,0,346,1,3,29378440
12153896,30,0,0,0,206,1,1,6785305
12282409,4,8,0,0,470,1,1,2765093
11825375,4,10,0,2,1494,1,1,28165316
11800602,6,8,,2,1573,1.5,2,29631681
12364179,10,5,0,0,143,1,4,411409
12170437,1,1,0,0,384,1,2,6210641
11831403,3,30,,2,2877,1,1,27629396
12041267,7,47,,0,1642,1.6666666666666667,3,11671156
11768391,3,1,0,0,253,1.5,2,31607657
12186483,6,1,0,0,585,1,1,5426528
12077279,3,18,,2,2611,1,1,10248309
12039137,6,3,,0,1422,1,2,11816561
12284038,2,6,0,0,202,1,1,2695533
12365379,30,16,0,0,613,1.1764705882352942,17,343564
10739334,8,2,0,0,455,1,1,89083432
12033248,7,322,,61,63920,1,1,12259374
11992308,3,4,0,0,711,1,1,15963308
11822597,6,11,0,0,754,1,1,28432408
12167452,7,5,,0,353,1,2,6307735
12005011,3,4,0,0,563,1,1,14794448
12288366,4,3,0,0,723,1,6,2515609
12109533,2,11,,1,1069,1,1,8792315
12142130,27,0,,0,2438,1,1,7402408
12095926,2,47,,1,3942,1,2,9414190
11989877,2,12,0,0,642,1,1,16176456
12149776,,2,0,0,828,1.5,2,6975485
11850119,7,23,,2,2263,1,1,25804476
11960295,1,0,0,0,350,1,1,18715036
12177970,7,1,0,0,183,1,1,5855416
11995057,2,6,0,0,745,1.5,2,15730609
11786626,4,8,0,0,1112,1,1,30473790
11916431,2,19,0,1,2329,1,1,21489660
11986250,2,23,,0,3110,1,1,16511181
12131901,27,0,0,0,1782,1,1,7831024
12153354,7,0,0,0,85,1,1,6806910
12362673,10,1,0,0,322,1,4,516624
12157801,2,0,0,0,264,1,1,6651885
10734128,8,8,0,0,656,1,1,89350236
11823251,6,44,0,0,4783,1,1,28361444
12206842,2,6,,1,646,1,2,4655643
12111649,27,2,,0,2847,1,1,8702314
11788442,7,7,,0,2107,1,1,30393328
11925893,2,3,0,0,620,1,1,20830758
11825293,7,23,,2,3198,1,1,28171438
12358559,30,7,,0,551,1.2,5,672047
10679004,8,11,,0,2784,1,1,91753395
12359508,30,23,0,0,477,1,1,608072
11871609,7,7,0,0,1268,1,1,24257029
12048210,6,13,0,0,419,1,1,11247380
12364824,1,4,0,0,67,1,1,364738
12018031,2,2,0,0,253,1,1,13827035
12316645,4,1,,1,443,1,3,1309166
11792981,6,11,,0,721,1,1,30141681
12092477,1,2,0,0,371,1,2,9585046
11937667,2,40,,2,4823,1,1,20185532
12076850,4,13,0,0,530,1,1,10261484
11949696,2,26,,0,2304,1,1,19499644
12358407,7,21,,0,2448,1,2,677585
12254780,6,12,,0,1420,1.5,2,3693790
12199298,2,11,,1,592,1,1,4895444
12242053,4,10,,0,821,1,1,3901593
12099629,4,19,0,0,749,1,1,9259201
12150242,1,5,,0,922,1,4,6939604
11994615,6,3,0,0,395,1,1,15782886
12232572,7,10,,0,337,1,1,3982076
9064778,10,132,,0,70034,1,1,131725047
11842365,6,6,0,4,1222,1,1,26595933
11947230,7,2,0,0,280,1,1,19631378
12237268,6,18,,0,1469,1,1,3940170
11831161,6,19,0,0,1458,1,1,27652661
12121528,6,68,,2,5556,1,2,8193602
12139028,7,14,0,0,499,1,1,7528413
12116732,4,14,0,0,1398,1,3,8458242
12331822,3,12,0,0,618,1,1,1135816
12128960,4,29,,1,1641,1,3,7951083
12086110,6,3,0,0,378,1,1,9866845
12276245,2,3,0,0,157,1,2,3028334
12042120,2,29,0,0,937,1,1,11626538
11887957,2,15,,0,2382,1,1,23513141
11795368,4,30,,6,2826,1,2,29973829
12245660,7,2,,0,222,1,1,3820075
11937792,7,3,0,2,560,1,2,20162392
12358617,10,1,0,0,198,1,1,668903
11876524,2,0,0,0,108,1,1,24078368
12272164,7,0,0,0,356,1,2,3225960
10370084,8,7,0,0,2106,1,1,103243497
12146935,4,32,,3,4900,1,2,7112890
12094395,6,150,,5,5734,1,3,9487087
11925698,7,4,0,0,151,2,1,20838422
11907603,2,14,0,0,1338,1,1,22105277
11953126,21,3,0,0,2000,1,1,19255104
12186531,30,2,0,0,188,1,1,5424713
12368192,7,0,0,0,104,1,3,85781
11770355,7,178,,35,25890,2,1,31384680
11874657,2,8,0,1,547,2,1,24160442
12190233,,1,0,0,371,1,1,5217346
11768537,7,72,,4,10744,1,2,31593625
10186662,8,2,0,0,716,1,1,110697797
11789593,10,9,0,4,2759,1.5,2,30327261
11908664,3,12,0,2,1271,1,1,22031283
11993432,7,3,0,0,233,1,1,15876660
11962082,10,8,,0,1715,1.5,2,18545789
12216762,2,13,,1,1351,1,1,4377112
11937841,7,2,0,0,460,1,1,20155238
10114175,8,7,0,0,4265,1,1,112920011
11821237,6,29,,2,6423,1,1,28563816
12078751,21,9,0,0,2021,1.5,2,10180830
12350925,10,0,0,0,151,1,1,785168
11828229,4,10,,0,1043,1,1,27915596
11825171,10,71,,18,13592,1,3,28180077
12143874,7,41,,6,2082,2,1,7308487
11915862,7,62,,2,3941,1,1,21519170
10004920,30,25,0,0,2461,1,1,116039077
11871312,2,2,0,0,347,1,1,24267643
12081736,7,17,,0,535,1,2,10038977
12202007,2,41,,3,1853,1,1,4808203
12104074,7,7,0,0,263,1,1,9066570
11821712,7,5,,0,881,1,1,28514886
11979725,1,6,0,0,1000,1,1,17101413
11836059,30,5,,0,913,1,1,27214932
11925728,6,26,,4,3782,1,1,20836932
11983879,6,58,,0,7861,1,2,16731272
11830566,4,12,,2,1206,1,1,27713339
12181178,4,7,0,0,1057,1,2,5696793
12184485,21,4,0,0,1938,1,1,5531409
11779035,7,10,,2,1144,1,1,30732102
11773567,7,3,0,0,907,1,1,31021215
12109540,32,1,,0,2196,1,2,8792031
12091860,8,3,0,0,1099,1,1,9607191
11962821,7,7,0,0,452,1,1,18480365
12030147,6,9,0,0,1282,1,1,12668645
12288528,7,4,0,0,379,2,2,2507888
11849689,4,3,0,0,374,1,1,25842726
11825031,4,9,0,0,437,1,1,28188627
12165343,1,19,,1,1327,1,2,6388013
12203121,4,58,,1,2825,1,2,4754109
11955552,10,21,0,1,2870,1,1,19072439
11784309,7,52,,6,7980,1,1,30552704
12216369,2,1,0,0,179,1,1,4394747
11936189,2,4,,0,391,1,1,20265244
12272609,2,30,,0,1636,1,2,3203863
12337155,23,2,0,0,268,2,1,1102182
12196601,2,11,,4,574,2,1,4985863
11916538,7,23,0,0,2280,1,1,21482889
11982690,30,1,0,0,243,2,1,16842181
11778458,7,23,,6,3827,1,1,30743661
11812390,,0,0,0,1,1,1,29059528
11966282,2,5,0,0,351,1,1,18211464
12015531,3,39,,0,7490,1,1,14002759
11789310,7,8,0,2,893,1,1,30339841
12310381,36,6,0,0,851,1,1,1624220
11994626,12,6,0,0,1407,1,1,15782190
12069833,7,0,0,0,165,1,2,10494019
11248283,25,8,,0,1823,1,1,67985137
11892891,2,5,0,0,514,1,2,23168299
11868946,30,22,,1,2212,1,1,24365400
12297927,4,20,0,0,3287,1,1,2126441
11978688,6,9,,0,582,1,1,17195046
12323540,23,2,0,0,293,1,1,1212973
